id_x,object_id,first_name,last_name,birthplace,affiliation_name,id_y,degree_type,subject,institution,graduated_at,created_at,updated_at,recategorized_degree_type,name,market,funding_total_usd,status,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,country,age,success_metric_updated,Industry,degree_category
78774,p:88501,Suneil,Mishra,"Glasgow, Scotland",AGEIA Technologies,12472,BS,Computing Science & Mathematics,University of Glasgow,,2011-04-04 17:23:08,2011-04-12 04:46:31,BS,AGEIA Technologies,Games,27500000.0,acquired,SF Bay Area,Santa Clara,1.0,2002-01-01,2002-01,2002-Q1,2002.0,2005-10-03,2005-10-03,0.0,27500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27500000.0,0.0,0.0,0.0,0.0,0.0,United States,12,Successful,Others,Bachelors in STEM
47269,p:52755,Toby,Coppel,United Kingdom,AMEE,19990,Other,"Philosophy, Politics, Economics",University of Oxford,1993-01-01,2012-05-21 07:44:20,2012-05-23 22:05:09,Others,AMEE,Sustainability,10750000.0,operating,London,London,5.0,2007-01-01,2007-01,2007-Q1,2007.0,2008-01-01,2013-11-01,0.0,7750000.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,7,Successful,Others,Other
153928,p:188375,James,LaPlaine,"Frankfurt, Germany",AOL,34046,BS,Computer Science,SUNY Oswego,,2013-05-08 01:02:19,2013-05-08 07:51:21,BS,AOL,Content Creators,1000000000.0,operating,New York City,New York,1.0,1985-05-24,1985-05,1985-Q2,1985.0,2005-12-01,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,29,Successful,Others,Bachelors in STEM
68826,p:76732,Abhishek,Tiwari,Ballia,AOL,51408,BS,"Technology, Computer Science",Uttar Pradesh Technical University,,2013-07-15 01:39:46,2013-07-15 01:39:46,BS,AOL,Content Creators,1000000000.0,operating,New York City,New York,1.0,1985-05-24,1985-05,1985-Q2,1985.0,2005-12-01,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,29,Successful,Others,Bachelors in STEM
69804,p:77845,Jonathan,Dube,New York,AOL,16891,MS,Digital Media,Columbia University,,2011-11-01 17:40:18,2013-04-30 12:31:30,MS,AOL,Content Creators,1000000000.0,operating,New York City,New York,1.0,1985-05-24,1985-05,1985-Q2,1985.0,2005-12-01,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,29,Successful,Others,Masters in STEM
83548,p:95091,Steve,Rice,USA,AOL,13594,Other,"Politics, Philosophy, and Economics",Claremont McKenna College,1993-01-01,2011-06-01 22:26:18,2011-10-13 23:50:58,Others,AOL,Content Creators,1000000000.0,operating,New York City,New York,1.0,1985-05-24,1985-05,1985-Q2,1985.0,2005-12-01,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,29,Successful,Others,Other
33720,p:38050,Fred,McIntyre,"Winston-Salem, NC",AOL,3782,Other,History,Duke University,1989-01-01,2009-07-11 16:15:42,2009-07-13 22:35:44,Others,AOL,Content Creators,1000000000.0,operating,New York City,New York,1.0,1985-05-24,1985-05,1985-Q2,1985.0,2005-12-01,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,29,Successful,Others,Other
44407,p:49691,Dhanu,Gupta,India,AOL,5427,Other,Interactive Multimedia,Niagara College,2005-01-01,2010-01-06 02:48:10,2010-01-06 04:07:20,Others,AOL,Content Creators,1000000000.0,operating,New York City,New York,1.0,1985-05-24,1985-05,1985-Q2,1985.0,2005-12-01,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,29,Successful,Others,Other
59357,p:66324,Adam,Smith,Portsmouth,AOL,8592,Other,ICT Computing,Fareham College,2008-01-01,2010-08-17 21:36:22,2010-08-17 22:52:57,Others,AOL,Content Creators,1000000000.0,operating,New York City,New York,1.0,1985-05-24,1985-05,1985-Q2,1985.0,2005-12-01,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,29,Successful,Others,Other
153633,p:188036,Amir,Raminfar,Iran,AOL,33685,BS,Computer Science,GWU,2001-01-01,2013-05-06 21:51:01,2013-05-07 02:51:36,BS,AOL,Content Creators,1000000000.0,operating,New York City,New York,1.0,1985-05-24,1985-05,1985-Q2,1985.0,2005-12-01,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,29,Successful,Others,Bachelors in STEM
57705,p:64506,Chris,Eberle,"Red Bank, NJ",AOL,8124,BS,"Electronic Media, Sociology",Syracuse University,1997-01-01,2010-07-28 21:43:25,2013-06-23 21:39:23,BS,AOL,Content Creators,1000000000.0,operating,New York City,New York,1.0,1985-05-24,1985-05,1985-Q2,1985.0,2005-12-01,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,29,Successful,Others,Bachelors in STEM
37493,p:42124,Jean-Paul,Cozzatti,"Hayward, California",AOL,4254,BS,Physics,"University of California, San Diego (UCSD)",1996-01-01,2009-09-15 18:56:39,2009-09-15 18:56:39,BS,AOL,Content Creators,1000000000.0,operating,New York City,New York,1.0,1985-05-24,1985-05,1985-Q2,1985.0,2005-12-01,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,29,Successful,Others,Bachelors in STEM
174686,p:211809,Ethan,Appleby,"Reston, Virginia",ARTtwo50,55215,Other,Economics & Psychology,University of Virginia,2002-01-01,2013-07-24 08:42:42,2013-07-25 04:12:53,Others,ARTtwo50,Startups,145000.0,operating,SF Bay Area,San Francisco,2.0,2012-09-01,2012-09,2012-Q3,2012.0,2012-12-31,2013-12-01,145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,2,Potentially Successful,Services,Other
174924,p:212071,Brandon,Flayler,"Dayton, Ohio",ARTtwo50,86978,Other,Media Management,Ohio University,,2013-10-04 07:17:58,2013-10-04 07:17:58,Others,ARTtwo50,Startups,145000.0,operating,SF Bay Area,San Francisco,2.0,2012-09-01,2012-09,2012-Q3,2012.0,2012-12-31,2013-12-01,145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,2,Potentially Successful,Services,Other
36756,p:41321,Gene,Tsai,"boston,MA",Aardvark,4143,BS,Physics,Purdue University,2006-01-01,2009-09-04 18:57:35,2009-09-04 20:06:31,BS,Aardvark,Search,6000000.0,acquired,SF Bay Area,San Francisco,2.0,2007-07-01,2007-07,2007-Q3,2007.0,2007-01-01,2008-10-01,0.0,5250000.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,5250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Technology,Bachelors in STEM
567,p:638,Aydin,Senkut,"Istanbul, Turkey",Aardvark,20338,Other,Marketing,The Wharton School of the University of Pennsylvania,1996-01-01,2012-06-11 15:19:04,2012-06-11 15:19:04,Others,Aardvark,Search,6000000.0,acquired,SF Bay Area,San Francisco,2.0,2007-07-01,2007-07,2007-Q3,2007.0,2007-01-01,2008-10-01,0.0,5250000.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,5250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Technology,Other
130841,p:161321,Sacha,Arnoud,France,Aardvark,47403,MS,,Telecom Paris,,2013-06-28 04:15:36,2013-07-01 10:39:20,MS,Aardvark,Search,6000000.0,acquired,SF Bay Area,San Francisco,2.0,2007-07-01,2007-07,2007-Q3,2007.0,2007-01-01,2008-10-01,0.0,5250000.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,5250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Technology,Masters in STEM
95825,p:112746,Jennifer,P. Brown,"Lancaster, Ohio",AboutOurWork,94688,BS,PR and communications,Eastern Michigan University,,2013-10-29 07:04:11,2013-10-29 07:04:11,BS,AboutOurWork,Business Services,0.0,operating,"Columbus, Ohio",Columbus,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2014-04-20,2014-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,2,Potentially Successful,Services,Bachelors in STEM
13195,p:15334,Richard,Ludlow,"Modesto, CA",Academic Earth,1386,Other,Economics,Yale University,2007-01-01,2008-08-04 17:24:36,2008-08-06 18:30:04,Others,Academic Earth,Video,0.0,acquired,SF Bay Area,San Francisco,1.0,2008-01-01,2008-01,2008-Q1,2008.0,2008-10-01,2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,6,Successful,Technology,Other
88700,p:102285,Michael,Cardamone,"Albany, NY",AcademixDirect,14897,BS,Mechanical Engineering,Syracuse University,2004-01-01,2011-07-25 23:15:51,2011-07-26 16:52:14,BS,AcademixDirect,Advertising,10000000.0,operating,SF Bay Area,Mountain View,1.0,2004-01-01,2004-01,2004-Q1,2004.0,2009-01-01,2009-01-01,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,10,Successful,Finance and Banking,Bachelors in STEM
172293,p:209171,JJ,Zhuang,"Shanghai, China",Acompli,92939,BS,,Shanghai Jiao Tong University,,2013-10-23 08:47:43,2013-10-23 08:47:43,BS,Acompli,Android,7300000.0,acquired,SF Bay Area,San Francisco,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-06-04,2013-06-04,0.0,7300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,1,Successful,Others,Bachelors in STEM
3556,p:4282,Dries,Buytaert,Belgium,Acquia,1536,PHD,"Computer Science, Engineering",Ghent University,2008-01-01,2008-08-27 07:13:38,2008-10-20 21:05:39,PHD,Acquia,Enterprise Software,118500000.0,operating,Boston,Burlington,7.0,2007-05-01,2007-05,2007-Q2,2007.0,2007-12-01,2014-08-13,0.0,118500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,8000000.0,8500000.0,15000000.0,30000000.0,50000000.0,0.0,0.0,United States,7,Successful,Technology,PhD
79952,p:90064,Anton,Konikoff,"Ekaterinburg, Russia","Acronym Media, Inc.",12880,Other,Marketing,Union College,1996-01-01,2011-04-26 03:19:09,2011-04-26 04:56:06,Others,"Acronym Media, Inc.",Semantic Search,0.0,operating,New York City,New York,1.0,1995-03-01,1995-03,1995-Q1,1995.0,2001-09-05,2001-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,19,Successful,Others,Other
115862,p:142937,Carlos,Alberto Santana,Bogota-Colombia,Acsendo,23780,MS,MBA,Universidad de los Andes,2009-01-01,2012-11-23 22:42:56,2012-11-25 01:20:54,MS,Acsendo,Enterprise Software,150000.0,operating,Bogota,Bogotá,1.0,2008-02-01,2008-02,2008-Q1,2008.0,2012-01-01,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia,6,Successful,Technology,Masters in STEM
113704,p:139325,Max,Krylov,Ukraine,ActiveGift,19887,MS,Applied Mathematics,National Technical University of Ukraine 'KPI',2006-01-01,2012-05-16 14:35:38,2012-05-17 16:57:22,MS,ActiveGift,Social Network Media,20000.0,operating,Kiev,Kiev,1.0,2011-03-01,2011-03,2011-Q1,2011.0,2012-01-16,2012-01-16,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine,3,Potentially Successful,Others,Masters in STEM
103548,p:123302,Sagi,Katz,Israel,ActivePath,20687,Other,Finance and Entrepreneurial Management,NYU Stern School of Business,2000-01-01,2012-06-27 09:23:13,2012-06-27 14:40:29,Others,ActivePath,Finance,13250001.0,operating,New York City,New York,2.0,2007-01-01,2007-01,2007-Q1,2007.0,2011-09-19,2012-11-30,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3250001.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Finance and Banking,Other
31510,p:35659,Matt,Heaton,"Bellevue, WA",ActiveRain,3390,BS,Computer Science,Evergreen State College,2000-01-01,2009-06-13 02:52:21,2009-06-13 03:29:24,BS,ActiveRain,Real Estate,2750000.0,operating,Seattle,Seattle,1.0,2006-06-01,2006-06,2006-Q2,2006.0,2008-01-21,2008-01-21,0.0,2750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,8,Successful,Retail,Bachelors in STEM
62182,p:69389,Lichi,Wu,Taiwan,AdMob,27821,Other,Computer Science,State University of New York College at Oswego,2005-01-01,2013-04-13 06:54:34,2013-04-13 06:54:34,Others,AdMob,Advertising,46800000.0,acquired,SF Bay Area,Mountain View,4.0,2006-12-01,2006-12,2006-Q4,2006.0,2006-09-01,2009-01-29,0.0,46800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,15000000.0,28200000.0,0.0,0.0,0.0,0.0,0.0,United States,8,Successful,Finance and Banking,Other
39968,p:44860,Eli,Calderón Morin,Pasadena,AdMob,4578,Other,Arts & Humanities / Entertainment & Media Management,UC Irvine,2006-01-01,2009-10-30 05:53:19,2013-06-20 17:27:21,Others,AdMob,Advertising,46800000.0,acquired,SF Bay Area,Mountain View,4.0,2006-12-01,2006-12,2006-Q4,2006.0,2006-09-01,2009-01-29,0.0,46800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,15000000.0,28200000.0,0.0,0.0,0.0,0.0,0.0,United States,8,Successful,Finance and Banking,Other
1810,p:2096,Jason,Spero,New York City,AdMob,46897,Other,"Marketing, Entrepreneurship",Northwestern University,1999-01-01,2013-06-26 10:43:53,2013-06-26 10:43:53,Others,AdMob,Advertising,46800000.0,acquired,SF Bay Area,Mountain View,4.0,2006-12-01,2006-12,2006-Q4,2006.0,2006-09-01,2009-01-29,0.0,46800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,15000000.0,28200000.0,0.0,0.0,0.0,0.0,0.0,United States,8,Successful,Finance and Banking,Other
